"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63578511","0. __tot__",56,26,30
"63578511","1. 00 A 04",4,1,3
"63578511","2. 05 A 09",4,2,2
"63578511","3. 10 A 14",3,1,2
"63578511","4. 15 A 19",1,1,NA
"63578511","6. 25 A 29",5,3,2
"63578511","7. 30 A 34",4,3,1
"63578511","8. 35 A 39",3,1,2
"63578511","9. 40 A 44",9,4,5
"63578511","10. 45 A 49",4,NA,4
"63578511","11. 50 A 54",6,3,3
"63578511","12. 55 A 59",4,2,2
"63578511","13. 60 A 64",3,1,2
"63578511","14. 65 A 69",1,1,NA
"63578511","15. 70 A 74",1,1,NA
"63578511","16. 75 A 79",4,2,2
